/app/Repos/pandas/bench/io_roundtrip.py,99,109,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],/app/Repos/pandas/bench/serialize.py,76,85,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any]
/app/Repos/pandas/pandas/core/window.py,1101,1107,apply,None,[self:Any;func:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1107,1114,sum,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1114,1121,max,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1121,1128,min,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1303,1309,apply,None,[self:Any;func:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1128,1135,mean,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1309,1316,sum,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/strings.py,539,572,_str_extract_noexpand,None,[arr:Any;pat:Any;flags:Any],/app/Repos/pandas/pandas/core/strings.py,572,599,_str_extract_frame,None,[arr:Any;pat:Any;flags:Any]
/app/Repos/pandas/pandas/core/window.py,1316,1323,max,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1323,1330,min,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1330,1337,mean,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/strings.py,1002,1042,str_split,None,[arr:Any;pat:Any;n:Any],/app/Repos/pandas/pandas/core/strings.py,1042,1071,str_rsplit,None,[arr:Any;pat:Any;n:Any]
/app/Repos/pandas/pandas/core/window.py,1148,1155,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,612,624,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1289,1295,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1082,1088,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1289,1295,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1303,1309,apply,None,[self:Any;func:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/strings.py,1736,1743,find,None,[self:Any;sub:Any;start:Any;end:Any],/app/Repos/pandas/pandas/core/strings.py,1743,1750,rfind,None,[self:Any;sub:Any;start:Any;end:Any]
/app/Repos/pandas/pandas/core/window.py,1309,1316,sum,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1316,1323,max,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1323,1330,min,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1330,1337,mean,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1350,1357,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/strings.py,1526,1537,partition,None,[self:Any;pat:Any;expand:Any],/app/Repos/pandas/pandas/core/strings.py,1537,1548,rpartition,None,[self:Any;pat:Any;expand:Any]
/app/Repos/pandas/pandas/core/categorical.py,626,645,set_ordered,None,[self:Any;value:Any;inplace:Any],/app/Repos/pandas/pandas/core/categorical.py,829,876,add_categories,None,[self:Any;new_categories:Any;inplace:Any]
/app/Repos/pandas/pandas/core/panel.py,889,962,to_frame,None,[self:Any;filter_observations:Any],/app/Repos/pandas/pandas/core/panel.py,927,939,construct_index_parts,None,[idx:Any;major:Any]
/app/Repos/pandas/pandas/core/panel.py,1174,1183,reindex,None,[self:Any;items:Any;major_axis:Any;minor_axis:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/panel.py,1183,1192,rename,None,[self:Any;items:Any;major_axis:Any;minor_axis:Any;**kwargs:Any]
/app/Repos/pandas/pandas/tools/merge.py,1019,1033,__init__,None,[self:Any;left:Any;right:Any;on:Any;left_on:Any;right_on:Any;left_index:Any;right_index:Any;axis:Any;suffixes:Any;copy:Any;fill_method:Any;how:Any],/app/Repos/pandas/pandas/tools/merge.py,1120,1142,__init__,None,[self:Any;left:Any;right:Any;on:Any;left_on:Any;right_on:Any;left_index:Any;right_index:Any;by:Any;left_by:Any;right_by:Any;axis:Any;suffixes:Any;copy:Any;fill_method:Any;how:Any;tolerance:Any;allow_exact_matches:Any;direction:Any]
/app/Repos/pandas/pandas/formats/format.py,95,103,__init__,None,[self:Any;categorical:Any;buf:Any;length:Any;na_rep:Any;footer:Any],/app/Repos/pandas/pandas/formats/format.py,149,169,__init__,None,[self:Any;series:Any;buf:Any;length:Any;header:Any;index:Any;na_rep:Any;name:Any;float_format:Any;dtype:Any;max_rows:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,647,732,_arith_method_SERIES,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;construct_result:Any;**eval_kwargs:Any]
/app/Repos/pandas/pandas/core/strings.py,1558,1564,contains,None,[self:Any;pat:Any;case:Any;flags:Any;na:Any;regex:Any],/app/Repos/pandas/pandas/core/strings.py,1564,1570,match,None,[self:Any;pat:Any;case:Any;flags:Any;na:Any;as_indexer:Any]
/app/Repos/pandas/pandas/core/panel.py,889,962,to_frame,None,[self:Any;filter_observations:Any],/app/Repos/pandas/pandas/core/panel.py,920,927,construct_multi_parts,None,[idx:Any;n_repeat:Any;n_shuffle:Any]
/app/Repos/pandas/doc/sphinxext/numpydoc/docscrape_sphinx.py,67,84,_str_param_list,None,[self:Any;name:Any],/app/Repos/pandas/doc/sphinxext/numpydoc/docscrape.py,332,345,_str_param_list,None,[self:Any;name:Any]
/app/Repos/pandas/pandas/core/strings.py,1736,1743,find,None,[self:Any;sub:Any;start:Any;end:Any],/app/Repos/pandas/pandas/core/strings.py,1793,1800,index,None,[self:Any;sub:Any;start:Any;end:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,654,678,na_op,None,[x:Any;y:Any]
/app/Repos/pandas/pandas/core/strings.py,1743,1750,rfind,None,[self:Any;sub:Any;start:Any;end:Any],/app/Repos/pandas/pandas/core/strings.py,1793,1800,index,None,[self:Any;sub:Any;start:Any;end:Any]
/app/Repos/pandas/pandas/tools/tile.py,23,141,cut,None,[x:Any;bins:Any;right:Any;labels:Any;retbins:Any;precision:Any;include_lowest:Any],/app/Repos/pandas/pandas/tools/tile.py,141,211,qcut,None,[x:Any;q:Any;labels:Any;retbins:Any;precision:Any;duplicates:Any]
/app/Repos/pandas/pandas/core/indexing.py,107,122,__getitem__,None,[self:Any;key:Any],/app/Repos/pandas/pandas/core/indexing.py,1316,1329,__getitem__,None,[self:Any;key:Any]
/app/Repos/pandas/pandas/core/categorical.py,626,645,set_ordered,None,[self:Any;value:Any;inplace:Any],/app/Repos/pandas/pandas/core/categorical.py,927,961,remove_unused_categories,None,[self:Any;inplace:Any]
/app/Repos/pandas/pandas/core/indexing.py,172,180,__setitem__,None,[self:Any;key:Any;value:Any],/app/Repos/pandas/pandas/core/indexing.py,1316,1329,__getitem__,None,[self:Any;key:Any]
/app/Repos/pandas/pandas/types/missing.py,47,63,_isnull_new,None,[obj:Any],/app/Repos/pandas/pandas/types/missing.py,63,89,_isnull_old,None,[obj:Any]
/app/Repos/pandas/pandas/core/panel.py,1482,1560,_add_aggregate_operations,None,[cls:Any;use_numexpr:Any],/app/Repos/pandas/pandas/core/panel.py,1500,1555,_panel_arith_method,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any]
/app/Repos/pandas/pandas/core/indexing.py,172,180,__setitem__,None,[self:Any;key:Any;value:Any],/app/Repos/pandas/pandas/core/indexing.py,1787,1804,__setitem__,None,[self:Any;key:Any;value:Any]
/app/Repos/pandas/pandas/core/nanops.py,39,62,__call__,None,[self:Any;f:Any],/app/Repos/pandas/pandas/core/nanops.py,40,59,_f,None,[*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/nanops.py,432,455,_nanminmax,None,[meth:Any;fill_value_typ:Any],/app/Repos/pandas/pandas/core/nanops.py,433,451,reduction,None,[values:Any;axis:Any;skipna:Any]
/app/Repos/pandas/pandas/formats/format.py,1906,1948,_format_regular_rows,None,[self:Any],/app/Repos/pandas/pandas/formats/format.py,1948,2017,_format_hierarchical_rows,None,[self:Any]
/app/Repos/pandas/pandas/core/common.py,509,527,in_qtconsole,None,[],/app/Repos/pandas/pandas/core/common.py,527,546,in_ipnb,None,[]
/app/Repos/pandas/pandas/formats/format.py,2188,2259,get_result_as_array,None,[self:Any],/app/Repos/pandas/pandas/formats/format.py,2203,2224,format_values_with,None,[float_format:Any]
/app/Repos/pandas/pandas/formats/format.py,1686,1704,_save,None,[self:Any],/app/Repos/pandas/pandas/io/sql.py,642,667,insert,None,[self:Any;chunksize:Any]
/app/Repos/pandas/pandas/core/window.py,562,612,_apply_window,None,[self:Any;mean:Any;how:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,682,768,_apply,None,[self:Any;func:Any;name:Any;window:Any;center:Any;check_minp:Any;how:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1101,1107,apply,None,[self:Any;func:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1107,1114,sum,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1114,1121,max,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1121,1128,min,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1128,1135,mean,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1148,1155,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1167,1173,quantile,None,[self:Any;quantile:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1303,1309,apply,None,[self:Any;func:Any;args:Any;kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1309,1316,sum,None,[self:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,626,633,sum,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1309,1316,sum,None,[self:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1107,1114,sum,None,[self:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1309,1316,sum,None,[self:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1369,1375,quantile,None,[self:Any;quantile:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1382,1390,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1375,1382,cov,None,[self:Any;other:Any;pairwise:Any;ddof:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1382,1390,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1173,1180,cov,None,[self:Any;other:Any;pairwise:Any;ddof:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1382,1390,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1180,1188,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1382,1390,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1617,1639,cov,None,[self:Any;other:Any;pairwise:Any;bias:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1639,1675,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1180,1188,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1639,1675,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1382,1390,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/window.py,1639,1675,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1628,1636,_get_cov,None,[X:Any;Y:Any],/app/Repos/pandas/pandas/core/window.py,1639,1675,corr,None,[self:Any;other:Any;pairwise:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1877,1885,expanding,None,[obj:Any;**kwds:Any],/app/Repos/pandas/pandas/core/window.py,1888,1896,ewm,None,[obj:Any;**kwds:Any]
/app/Repos/pandas/pandas/core/window.py,1863,1874,rolling,None,[obj:Any;win_type:Any;**kwds:Any],/app/Repos/pandas/pandas/core/window.py,1888,1896,ewm,None,[obj:Any;**kwds:Any]
/app/Repos/pandas/pandas/formats/format.py,103,120,_get_footer,None,[self:Any],/app/Repos/pandas/pandas/formats/format.py,186,223,_get_footer,None,[self:Any]
/app/Repos/pandas/pandas/core/panel.py,1500,1555,_panel_arith_method,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any],/app/Repos/pandas/pandas/core/ops.py,1170,1248,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any]
/app/Repos/pandas/pandas/formats/format.py,307,320,justify,None,[self:Any;texts:Any;max_len:Any;mode:Any],/app/Repos/pandas/pandas/formats/printing.py,46,58,justify,None,[texts:Any;max_len:Any;mode:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,1170,1248,_arith_method_FRAME,None,[op:Any;name:Any;str_rep:Any;default_axis:Any;fill_zeros:Any;**eval_kwargs:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,1172,1214,na_op,None,[x:Any;y:Any]
/app/Repos/pandas/pandas/core/window.py,658,676,_apply,None,[self:Any;func:Any;name:Any;window:Any;center:Any;check_minp:Any;how:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/base.py,768,773,outer,None,[self:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,144,168,_gotitem,None,[self:Any;key:Any;ndim:Any;subset:Any],/app/Repos/pandas/pandas/core/base.py,776,809,_gotitem,None,[self:Any;key:Any;ndim:Any;subset:Any]
/app/Repos/pandas/pandas/core/categorical.py,1816,1825,_reduce,None,[self:Any;op:Any;name:Any;axis:Any;skipna:Any;numeric_only:Any;filter_type:Any;**kwds:Any],/app/Repos/pandas/pandas/core/base.py,927,936,_reduce,None,[self:Any;op:Any;name:Any;axis:Any;skipna:Any;numeric_only:Any;filter_type:Any;**kwds:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,1318,1350,_arith_method_PANEL,None,[op:Any;name:Any;str_rep:Any;fill_zeros:Any;default_axis:Any;**eval_kwargs:Any]
/app/Repos/pandas/pandas/core/categorical.py,1108,1128,searchsorted,None,[self:Any;value:Any;side:Any;sorter:Any],/app/Repos/pandas/pandas/core/base.py,1181,1188,searchsorted,None,[self:Any;value:Any;side:Any;sorter:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,1322,1338,na_op,None,[x:Any;y:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,1350,1395,_comp_method_PANEL,None,[op:Any;name:Any;str_rep:Any;masker:Any]
/app/Repos/pandas/pandas/core/panel.py,1502,1516,na_op,None,[x:Any;y:Any],/app/Repos/pandas/pandas/core/ops.py,1351,1375,na_op,None,[x:Any;y:Any]
/app/Repos/pandas/pandas/core/categorical.py,339,360,astype,None,[self:Any;dtype:Any;copy:Any],/app/Repos/pandas/pandas/tseries/index.py,843,863,astype,None,[self:Any;dtype:Any;copy:Any]
/app/Repos/pandas/pandas/core/window.py,612,624,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,4168,4174,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1082,1088,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,4168,4174,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1289,1295,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,4168,4174,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1535,1541,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,4168,4174,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/categorical.py,1108,1128,searchsorted,None,[self:Any;value:Any;side:Any;sorter:Any],/app/Repos/pandas/pandas/core/series.py,1484,1496,searchsorted,None,[self:Any;value:Any;side:Any;sorter:Any]
/app/Repos/pandas/pandas/core/panel.py,706,718,_combine,None,[self:Any;other:Any;func:Any;axis:Any],/app/Repos/pandas/pandas/core/panelnd.py,93,98,_combine,None,[self:Any;other:Any;func:Any;axis:Any]
/app/Repos/pandas/pandas/core/panel.py,1218,1225,fillna,None,[self:Any;value:Any;method:Any;axis:Any;inplace:Any;limit:Any;downcast:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/series.py,2413,2421,fillna,None,[self:Any;value:Any;method:Any;axis:Any;inplace:Any;limit:Any;downcast:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,168,177,__getattr__,None,[self:Any;attr:Any],/app/Repos/pandas/pandas/core/groupby.py,540,551,__getattr__,None,[self:Any;attr:Any]
/app/Repos/pandas/pandas/core/panel.py,1192,1200,reindex_axis,None,[self:Any;labels:Any;axis:Any;method:Any;level:Any;copy:Any;limit:Any;fill_value:Any],/app/Repos/pandas/pandas/core/generic.py,2493,2506,reindex_axis,None,[self:Any;labels:Any;axis:Any;method:Any;level:Any;copy:Any;limit:Any;fill_value:Any]
/app/Repos/pandas/pandas/core/window.py,1141,1148,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,1065,1083,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1343,1350,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,1065,1083,std,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,895,901,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,1083,1104,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1148,1155,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,1083,1104,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1350,1357,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/groupby.py,1083,1104,var,None,[self:Any;ddof:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,187,196,__unicode__,None,[self:Any],/app/Repos/pandas/pandas/tseries/resample.py,91,99,__unicode__,None,[self:Any]
/app/Repos/pandas/pandas/core/window.py,168,177,__getattr__,None,[self:Any;attr:Any],/app/Repos/pandas/pandas/tseries/resample.py,170,190,__getattr__,None,[self:Any;attr:Any]
/app/Repos/pandas/pandas/core/window.py,328,334,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/tseries/resample.py,257,328,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,644,654,__init__,None,[self:Any;obj:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/tseries/resample.py,633,651,__init__,None,[self:Any;obj:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,1272,1277,__init__,None,[self:Any;obj:Any;min_periods:Any;freq:Any;center:Any;axis:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/generic.py,6025,6075,_add_series_or_dataframe_operations,None,[cls:Any]
/app/Repos/pandas/pandas/core/window.py,1519,1531,__init__,None,[self:Any;obj:Any;com:Any;span:Any;halflife:Any;alpha:Any;min_periods:Any;freq:Any;adjust:Any;ignore_na:Any;axis:Any],/app/Repos/pandas/pandas/core/generic.py,6025,6075,_add_series_or_dataframe_operations,None,[cls:Any]
/app/Repos/pandas/pandas/core/window.py,1272,1277,__init__,None,[self:Any;obj:Any;min_periods:Any;freq:Any;center:Any;axis:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/generic.py,6044,6050,expanding,None,[self:Any;min_periods:Any;freq:Any;center:Any;axis:Any]
/app/Repos/pandas/pandas/core/window.py,1519,1531,__init__,None,[self:Any;obj:Any;com:Any;span:Any;halflife:Any;alpha:Any;min_periods:Any;freq:Any;adjust:Any;ignore_na:Any;axis:Any],/app/Repos/pandas/pandas/core/generic.py,6052,6061,ewm,None,[self:Any;com:Any;span:Any;halflife:Any;alpha:Any;min_periods:Any;freq:Any;adjust:Any;ignore_na:Any;axis:Any]
/app/Repos/pandas/pandas/core/categorical.py,339,360,astype,None,[self:Any;dtype:Any;copy:Any],/app/Repos/pandas/pandas/tseries/tdi.py,463,486,astype,None,[self:Any;dtype:Any;copy:Any]
/app/Repos/pandas/pandas/core/panel.py,718,724,_combine_const,None,[self:Any;other:Any;func:Any],/app/Repos/pandas/pandas/core/series.py,1621,1653,combine,None,[self:Any;other:Any;func:Any;fill_value:Any]
/app/Repos/pandas/pandas/core/window.py,328,334,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/tseries/resample.py,820,828,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,612,624,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/tseries/resample.py,820,828,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/categorical.py,2058,2066,_delegate_method,None,[self:Any;name:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/tseries/common.py,128,147,_delegate_method,None,[self:Any;name:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/pandas/core/window.py,328,334,aggregate,None,[self:Any;arg:Any;*args:Any;**kwargs:Any],/app/Repos/pandas/pandas/core/frame.py,4211,4226,aggregate,None,[self:Any;func:Any;axis:Any;*args:Any;**kwargs:Any]
/app/Repos/pandas/versioneer.py,954,999,git_versions_from_keywords,None,[keywords:Any;tag_prefix:Any;verbose:Any],/app/Repos/pandas/pandas/_version.py,133,178,git_versions_from_keywords,None,[keywords:Any;tag_prefix:Any;verbose:Any]
/app/Repos/pandas/versioneer.py,999,1081,git_pieces_from_vcs,None,[tag_prefix:Any;root:Any;verbose:Any;run_command:Any],/app/Repos/pandas/pandas/_version.py,178,260,git_pieces_from_vcs,None,[tag_prefix:Any;root:Any;verbose:Any;run_command:Any]
/app/Repos/pandas/versioneer.py,1177,1201,render_pep440,None,[pieces:Any],/app/Repos/pandas/pandas/_version.py,266,290,render_pep440,None,[pieces:Any]
